SampleID,SOC (%),Catch,Conv,Elev,DevME A,DevME B,DevME C,DevME D,DiffME A,DiffME B,DiffME C,DiffME D,EDF MID,EDF NE,EDF NW,EDF SE,EDF SW,EDF E,EDF N,Gcurv,Hillshade,LS,MDM A,MDM B,MDM C,MDMS A,MDMS B,MDMS C,MED A,MED B,MED C,MEDS A,MEDS B,MEDS C,MRRTF,MRVBF,MSP,MSTPI,NormH,Plan,Pro,RSP,SLength,SlopeH,Slope,SPI,StanH,SVF,SWI,TCurv,TPI,TRI,TWI,VDepth,VIS,NDVI_max,NDVI_median,NDVI_sd,X (DD),Y (DD)
479,6.44,57.17203522,23.7912159,406.0109863,0.713038743,0.58157742,0.380816281,0.278745472,0.13404958,0.28897959,0.941408217,1.448180199,482.247345,1685.990112,1858.107178,1006.261658,1273.798462,847.5,1457.5,0.003215332,0.761775732,0.087977581,0.597158909,1.791279197,1.966387391,19,59,72,0.702219605,0.440211296,0.435851544,4,20,66,2.711865902,7.080379486,0.37150684,0.592671335,0.685753405,0.13353844,0.000797922,0.42699191,0,7.093207359,0.00606335,0.346658349,402.1325684,0.999915421,10.15849972,1.60E-06,0.521401227,0.021546392,9.151545525,3.250463009,99.46361542,0.804357469,0.414805144,0.182384499,-80.265798,43.706548
319,2.44,12090.64453,-3.236007214,402.4234009,-0.115752257,-0.09629374,-0.029329,-0.324042588,-0.088512398,-0.146235824,-0.096358508,-1.627298355,368.5274658,1620.435913,1748.088257,1102.638916,1282.892212,892.5,1352.5,-0.00220459,0.607612193,0.75949049,-0.150300786,-0.130435929,-3.542826176,12,39,199,-0.11837218,-0.039527126,-0.728392303,6,20,199,0.207752556,2.710329533,0.084277034,-0.386723101,0.457861483,-0.024758581,3.81E-05,0.165974885,127.2792206,4.662602425,0.04603311,556.9634399,397.6773376,0.99887532,8.326958656,1.30E-06,-0.13488391,0.145825341,12.47787476,5.520832062,98.29381561,0.947246134,0.65694201,0.312012613,-80.266337,43.707501
690,3.27,66.64138031,5.097132206,410.1356201,0.687057376,1.107160568,1.368329167,0.90996778,0.693636358,2.026371956,3.725471735,3.927801371,553.4550781,1351.411255,1948.412842,903.5001221,1669.225098,507.5,1252.5,0.012197265,0.711502194,0.485344827,3.53229928,3.755430698,4.387089252,19,27,179,1.494823813,1.493349671,0.972535253,19,20,60,3.154590607,3.590223074,0.804243147,3.481496096,0.902121603,0.034011085,0.003897587,0.979602754,0,5.158486843,0.063923292,4.265748024,408.5238953,0.998933494,6.042429924,2.01E-05,3.466605186,0.205401182,6.94803381,0.559685647,98.73121643,0.949611843,0.639297187,0.264505867,-80.261573,43.708368
691,3.17,60.96061325,8.394848824,409.7297668,0.719344676,1.102658272,1.298001528,0.854906678,0.816033065,2.155714273,3.462364912,3.726647377,533.3971558,1354.441772,1929.899658,918.9736328,1653.636108,527.5,1247.5,0.014504394,0.525760114,0.515390515,3.344455242,3.505238295,3.990063667,19,26,175,1.416703463,1.41527319,0.905368507,19,20,60,2.981425762,0.629119039,0.854931593,4.023536682,0.927465796,0.069206305,0.00239975,0.961808085,7.07106781,5.976456642,0.069748186,4.258800507,408.5648193,0.998629808,5.587218761,3.10E-05,3.336978436,0.224622846,6.771468163,0.467400074,98.67873383,0.941814005,0.59673506,0.290106344,-80.261795,43.708428
692,4.06,93.47229004,5.221983433,407.927948,0.352470279,0.612778306,0.7108652,0.492369324,0.50090909,1.246439934,1.844286442,2.161319494,511.0406189,1353.20459,1908.182983,938.7025757,1640.476318,547.5,1237.5,0.010083008,0.411329508,0.757997453,1.939670682,1.969143033,2.199948311,19,22,123,0.828714967,0.825794995,0.495246798,19,20,96,2.856714964,0.185353965,0.624286711,2.408814907,0.812143326,0.042558502,0.000793728,0.701225042,21.21320343,4.337907791,0.09920571,9.303525925,405.2493286,0.99710542,5.42992115,1.86E-05,1.981948972,0.316036433,6.844936371,1.003400207,97.77527618,0.948794305,0.572989345,0.292513536,-80.262047,43.708493
693,3.39,142.1008606,2.986401558,405.9736938,-0.007614366,0.040644307,-0.018235078,0.091980174,-0.009173553,0.073197275,-0.046638001,0.406866401,491.032074,1356.875977,1889.73877,954.5221558,1625.150024,567.5,1232.5,-0.000544434,0.47990793,0.675849974,0.248692557,-0.281744272,0.405545056,17,49,100,0.116332643,0.098030053,0.091805704,17,20,99,2.56279254,1.08635664,0.005629105,-0.038313143,0.497185439,0.021576146,-0.002126737,0.367493063,0,1.917971611,0.086856432,12.37350464,399.7867432,0.997027218,6.497113228,8.21E-06,0.308599621,0.275656343,7.397516727,1.939686775,97.38449097,0.946900129,0.636770844,0.305139476,-80.262286,43.708532
694,3.09,196.7512207,1.243977666,404.9075317,-0.257283777,-0.29645887,-0.406276941,-0.114756264,-0.203223139,-0.430793643,-1.029384613,-0.510078192,475.4602966,1358.698853,1875.116699,967.5032349,1614.330322,582.5,1227.5,-0.004143066,0.616228521,0.423220485,-0.648115933,-1.127760649,-0.992451906,19,47,60,-0.309849828,-0.407326639,-0.279195666,19,32,60,1.332481861,7.507663727,0.497397095,-0.919826031,0.251301467,0.007690918,-0.002424459,0.17898272,5,1.268014193,0.046896193,9.233653069,396.4932861,0.998311698,7.327765942,6.06E-06,-0.570197642,0.149289608,8.341025352,3.777775049,97.70090485,0.947589934,0.572707891,0.312913464,-80.262507,43.708582
695,3.91,8416.142578,-7.001925945,404.3504333,-0.407702386,-0.520216703,-0.574505091,-0.194068417,-0.138512403,-0.481111109,-1.434501529,-0.868291616,455.5354004,1362.905884,1856.747803,983.6221313,1599.222412,602.5,1222.5,-0.002338867,0.722249925,0.23968555,-1.107870698,-1.449589372,-1.563093066,19,33,199,-0.565268159,-0.581519127,-0.340310514,19,27,60,0.057916723,7.687801838,0.650742829,-0.736709118,0.1746286,-0.050083857,-0.000376934,0.047114879,46.21320343,1.189639568,0.0158193,133.1485901,395.5343018,0.998938739,8.51253891,1.15E-06,-1.042519927,0.050707933,13.18434811,5.622758865,98.06348419,0.948902071,0.529996037,0.316435699,-80.262728,43.708647
696,3.59,10152.07617,-8.185806274,404.1439819,-0.403766006,-0.604104936,-0.541946471,-0.192356408,-0.117438018,-0.478140593,-1.333356619,-0.864294946,433.2002869,1362.960938,1835.119263,1003.823914,1586.714355,622.5,1212.5,-0.001853027,0.751535058,0.262871355,-1.182298779,-1.363007307,-1.794105649,19,35,199,-0.629748106,-0.59816885,-0.353239,13,20,199,0.109464794,7.688465595,0.701889277,-0.62321043,0.149055377,-0.047766469,-0.000110618,0.038788024,107.7817459,0.993076444,0.017078266,173.3967133,395.2303772,0.999118805,8.529714584,9.15E-07,-1.148320675,0.054513719,13.29528522,5.669390202,98.21139526,0.950651526,0.621712446,0.311504198,-80.26297,43.708738
697,3.27,675.793396,-0.435863405,404.3437195,-0.322153568,-0.502071381,-0.347324908,-0.108791396,-0.177933887,-0.625600934,-0.851131439,-0.491204411,413.3551636,1367.7948,1816.827637,1020.226685,1571.897705,642.5,1207.5,-0.002512207,0.822228253,0.333392054,-0.962614238,-0.947206318,-1.613623381,18,20,199,-0.541886806,-0.471708208,-0.31808272,14,20,199,0.202785581,7.536935329,0.681132972,-0.962068141,0.159433529,-0.017733391,-0.000721967,0.167513028,69.14213562,0.828143537,0.030056128,20.31785202,395.3709412,0.99899286,7.640102863,1.93E-06,-1.00322473,0.095654175,10.02027512,4.366143703,98.10102081,0.947330534,0.59721458,0.314928346,-80.263207,43.708798
698,3.05,241.8362885,0.979384065,404.8143921,-0.21868892,-0.296203405,-0.020352131,0.029842304,-0.209917352,-0.483696133,-0.050368182,0.134652853,395.3637695,1366.130493,1798.975464,1037.454834,1564.069214,657.5,1197.5,-0.003911133,0.930476069,0.523867667,-0.503118992,0.262712061,-1.164782763,12,59,199,-0.296458185,-0.118792012,-0.229821533,10,20,199,0.629176617,5.569436073,0.393934608,-1.011150002,0.303032696,0.002912804,-0.002116496,0.311233491,45,1.185079575,0.058984678,14.28120232,397.0464478,0.998325348,7.017380714,6.63E-06,-0.371369809,0.187762424,8.317578316,2.725652218,97.75163269,0.945744991,0.610960603,0.314337731,-80.263442,43.708883
699,3.23,123.9882507,2.168277025,406.3505249,0.118135855,0.360381037,0.747046292,0.411415964,0.15561983,0.647482991,1.898656249,1.853412747,373.0448914,1367.173218,1777.40332,1057.904785,1552.147705,677.5,1187.5,0.001901855,1.043420911,0.764899194,1.510373354,2.204570293,2.231280565,19,59,65,0.706140995,0.784563601,0.562626421,19,25,60,2.78059411,1.245277524,0.395641595,0.922819614,0.697820783,0.013495157,-0.000360285,0.61017406,27.07106781,2.695962667,0.09723603,12.09426594,402.5184326,0.996852577,5.934274673,1.92E-06,1.353933215,0.308653146,7.147642136,1.167439938,97.37220764,0.92567873,0.618680775,0.297066214,-80.26367,43.708955
700,2.7,46.15157318,11.59059048,407.9089661,0.889673948,1.1693331,1.441114902,0.787671149,0.862809896,1.989342451,3.809798479,3.544999361,353.2881165,1372.884766,1759.207886,1074.62207,1537.794678,697.5,1182.5,0.018635254,0.817290783,0.412370563,3.287371397,4.112695217,4.113297939,19,59,60,1.454533339,1.508380294,1.0343256,19,24,60,3.627741814,5.452468872,0.881027281,4.014976025,0.94051367,0.107368574,0.003498842,0.872637391,7.07106781,6.931701183,0.053999029,2.494565248,407.0618896,0.999077976,5.668009758,5.95E-05,3.058161259,0.180824533,6.749747753,0.438421756,98.9026413,0.946627975,0.592303038,0.297520657,-80.263897,43.709018
701,2.47,96.53629303,1.195881128,407.0305176,0.33975932,0.745303929,1.191978574,0.623761475,0.404462814,1.323605418,3.322424173,2.803720236,333.6352844,1378.880859,1741.066528,1091.472656,1523.585449,717.5,1177.5,0.004692383,0.422699928,0.729155719,2.713955164,3.591895342,3.567108154,19,54,60,1.115696907,1.209330082,0.89304471,19,26,60,2.94852066,0.559443474,0.817534447,2.076514244,0.908767223,0.015077704,0.000882426,0.751848042,14.14213562,8.1049757,0.095970303,9.293166161,405.8115234,0.997240126,4.920476913,3.96E-06,2.44937849,0.304784656,6.910558701,0.813673198,97.75122833,0.931171417,0.570615828,0.297301097,-80.264135,43.709067
702,2.77,194.982132,1.109466195,405.171936,-0.065693252,0.059607062,0.636818171,0.236880049,-0.084876031,0.121814057,1.875573754,1.063449144,314.1058655,1385.157959,1722.980713,1108.450439,1509.523926,737.5,1172.5,-0.002451172,0.48553282,0.67586422,1.245870113,2.154090405,2.031023741,19,50,60,0.472992897,0.637057602,0.509065807,19,32,60,2.568782568,1.143497229,0.488305122,-0.345552474,0.744152546,0.008662906,-0.001923472,0.501752734,42.42640686,5.674031734,0.082661539,16.15433311,402.2289429,0.997591853,5.627106667,4.34E-06,1.002431989,0.262171656,7.763627529,1.950791478,97.50415802,0.946500838,0.601614892,0.31278227,-80.264382,43.709105
703,3.3,244.3888702,2.146140099,403.9538879,-0.021716319,-0.022923859,0.366081923,-0.011881167,-0.021818181,-0.047301587,1.112485886,-0.053125914,296.0785217,1384.796875,1705.18689,1125.905151,1502.552002,752.5,1162.5,0.000109863,0.567309737,0.512747586,0.577153206,1.320124388,-2.136405468,19,48,199,0.207746282,0.379498333,-0.426583201,19,36,199,2.60308814,1.256506205,0.294772089,-0.149400696,0.647386074,0.012216886,-0.000643889,0.359209687,56.56854248,4.481811523,0.057399306,14.0431776,400.327301,0.998558402,6.405412674,1.17E-06,0.400267959,0.181845412,8.355384827,2.441123486,98.0254364,0.946320355,0.638484836,0.314341908,-80.264603,43.709218
704,2.91,321.2514038,1.428504944,402.7657471,0.077258341,0.054801855,0.158801481,-0.254276276,0.067603305,0.098888889,0.496801943,-1.133255124,273.8840942,1387.448242,1683.749512,1146.73999,1491.647583,772.5,1152.5,0.001425781,0.575788379,0.500754654,0.119911648,0.609875858,-3.352665663,19,41,199,0.082935095,0.180177286,-0.671434283,7,38,199,2.355993748,1.666179538,0.052722961,0.310306787,0.526361465,0.006874795,0.000342659,0.240222633,35.35533905,3.317432642,0.053586815,17.23133659,398.4571838,0.998684049,7.104736805,4.56E-07,0.062148403,0.169701561,8.69771862,2.985142231,98.31830597,0.948282957,0.587188065,0.311731524,-80.264838,43.709297
705,3.45,407.8390503,0.632571101,401.9396362,0.085495763,0.055933647,0.014786951,-0.42712611,0.079669423,0.09117914,0.047054555,-1.900926471,258.6744995,1391.72998,1669.404785,1160.565552,1482.198486,787.5,1147.5,0.001491699,0.55406791,0.561430931,-0.148133352,-0.302732199,-4.196905613,19,59,199,0.095197342,-0.079653524,-0.842511117,6,59,199,1.242614388,2.068573952,0.135000437,0.381088346,0.432499766,0.003213304,0.000552966,0.167035356,42.42640686,2.737759352,0.059054878,24.11292267,397.2460632,0.998414338,7.51956892,3.81E-07,-0.117021829,0.187015444,8.838996887,3.592323303,98.25796509,0.942972183,0.649158001,0.311249134,-80.265053,43.709357
706,3.52,554.0492554,-0.138450697,400.5008545,-0.097722583,-0.209433064,-0.257599652,-0.735047638,-0.088512398,-0.294648528,-0.820327878,-3.256991148,236.5639496,1394.977539,1648.0177,1181.508545,1471.720947,807.5,1137.5,-0.000883789,0.511826515,0.68536061,-0.682899117,-1.477355361,-5.664461613,19,59,199,-0.266866386,-0.393981278,-1.140297651,19,59,199,0.593327761,4.938671112,0.436623096,-0.491394371,0.281688452,0.000399614,-0.000466621,0.051524907,127.2792206,1.824247599,0.070506096,39.12870789,395.5934753,0.997691512,8.214489937,2.40E-07,-0.587972999,0.223344326,8.967650414,4.651870251,97.86321259,0.936793268,0.646318078,0.266895365,-80.265293,43.709442
707,3.79,889.5046997,-5.453475475,399.3825989,-0.447770745,-0.510258496,-0.44517386,-0.979628623,-0.243057847,-0.56179136,-1.380400419,-4.323600769,214.505249,1398.575195,1626.65686,1202.502563,1461.510376,827.5,1127.5,-0.004968262,0.694910586,0.283851802,-0.964796543,-2.385439873,-6.811096191,19,59,199,-0.512508869,-0.641483426,-1.374761105,10,59,199,0.205895051,7.35396719,0.608490467,-1.166926742,0.195754752,-0.02093933,-0.001976603,0,151.4213715,1.29242754,0.024150692,21.48633194,394.7875061,0.998932123,8.87533474,5.62E-06,-0.882085741,0.077675425,10.5139122,5.309851646,98.18410492,0.945852518,0.637157977,0.309662434,-80.265518,43.709512
708,3.44,2153.341553,-3.321382523,399.0985107,-0.27074185,-0.334710151,-0.402430445,-1.039129376,-0.069834709,-0.269229025,-1.178882003,-4.586771965,195.6080322,1406.507202,1608.807739,1219.943604,1448.538086,847.5,1122.5,-0.000715332,0.764578342,0.151234522,-0.637431204,-2.529760838,-7.115361691,19,59,199,-0.363328636,-0.679317415,-1.440539837,19,59,199,0.446046978,7.71252346,0.606973588,-0.359483391,0.196513221,-0.020805519,-0.000137085,0.001648651,174.3503113,1.302366614,0.010600528,22.82741165,394.7359924,0.999075472,9.197106361,6.86E-08,-0.553581536,0.033586968,12.22159004,5.325007439,98.32146454,0.943478882,0.522417903,0.311646004,-80.265762,43.709583
709,3.6,815.8735962,2.994704485,398.9567261,0.106481671,0.007193645,-0.33057785,-1.070663571,0.022479339,0.004217687,-0.868873954,-4.715036392,177.6583862,1407.67981,1591.088501,1237.56311,1442.762085,862.5,1112.5,0.000488281,0.750095606,0.154233634,-0.302669615,-2.572135687,-7.281023026,19,59,199,-0.205706179,-0.691766441,-1.476263046,19,59,199,2.079039812,7.831412792,0.624328852,0.118197359,0.187835574,0.016625566,4.96E-05,0.010452031,46.21320343,1.191005945,0.011697297,9.543951035,394.662262,0.99919045,9.436922073,2.25E-07,-0.207355261,0.037042614,11.15261173,5.149677753,98.44055939,0.944930077,0.569244206,0.303894169,-80.265972,43.70966
710,3.85,848.4884033,0.371110797,398.6349792,0.159535348,0.192059189,-0.321972609,-1.145266533,0.046694215,0.09839002,-0.701676965,-5.039749146,155.9246674,1412.201294,1569.812866,1258.694702,1433.287354,882.5,1102.5,0.000791016,0.714889944,0.22494933,-0.130744159,-2.821933985,-7.629377365,19,59,199,0.206235215,-0.754445314,-1.550036192,8,59,199,1.337214828,7.894230843,0.682110012,0.224495113,0.158945009,-0.000950281,0.00041287,0.013199521,70.35533905,1.001881242,0.018491803,15.69186878,394.4583435,0.999126852,9.683629036,2.00E-07,-0.033312764,0.05852497,10.73377037,5.301438808,98.49771881,0.92828685,0.550779164,0.274447283,-80.266217,43.709747
711,3.74,947.7352295,-0.306940973,398.4033508,0.104036421,0.089481391,-0.373825014,-1.19962585,0.035123967,0.04494331,-0.735057771,-5.278872967,145.1292572,1414.589111,1559.186523,1269.276367,1428.657593,892.5,1097.5,0.000605469,0.697363615,0.272491693,-0.157203868,-3.039255381,-7.873961926,19,59,199,-0.153425947,-0.807972431,-1.601195335,19,59,199,0.739649355,7.907222748,0.734276712,0.140820265,0.132861644,-0.002503231,0.000359722,0.009969177,21.21320343,0.890929103,0.022874583,21.6828289,394.2980347,0.999017835,9.80546093,1.33E-07,-0.062564194,0.072375819,10.63162994,5.814761639,98.49182892,0.901434183,0.773669958,0.127970184,-80.266328,43.709792
712,2.5,105.3684921,0.960980773,408.1043396,0.34197104,0.718693972,1.326258779,0.818514466,0.437190086,1.258163214,3.868075848,3.77854681,344.1111755,1427.729858,1757.387939,1071.640137,1482.704468,737.5,1222.5,0.007651367,0.424948543,0.724846423,2.67076683,4.464062214,4.4629426,19,59,60,1.169251323,1.327232599,1.083821535,19,31,60,3.659095287,1.256737113,0.798566103,2.202892542,0.899283051,0.003746404,0.003423098,0.881845295,21.21320343,7.35021162,0.094764464,10.01518631,406.6504517,0.997469842,5.611299515,1.26E-05,2.410157919,0.301336765,7.01082468,0.82320112,97.9079895,0.940324962,0.612641454,0.304451033,-80.264388,43.708642
713,2.71,82.98674774,-0.967664421,408.3079529,0.457871556,0.954581797,1.470618248,0.868246615,0.499256194,1.505260825,4.130550861,3.968203783,346.5003662,1407.146973,1757.8573,1072.409668,1503.350464,722.5,1207.5,0.008278809,0.460125536,0.623562336,3.12287569,4.60737896,4.606462002,19,59,60,1.376131177,1.47557807,1.131046057,19,28,60,3.833287954,3.088512897,0.834528685,2.563040972,0.917264342,-0.000591973,0.004144575,0.916929841,14.14213562,7.502833843,0.085111894,7.080264091,407.0968018,0.997970402,5.717320919,1.86E-05,2.849425554,0.271118164,6.880050659,0.676742613,98.15583038,0.943948269,0.578954458,0.299661204,-80.26424,43.708785
714,2.66,58.28003693,2.164267778,408.1853943,0.736888945,1.125070333,1.51410675,0.852807105,0.690826476,1.813333392,4.140429974,3.862945795,345.9949341,1389.140869,1754.911011,1076.899536,1519.773804,712.5,1192.5,0.012646484,0.518957198,0.504208386,3.367343187,4.500413418,4.49789381,19,58,60,1.459928513,1.53516829,1.116987944,19,27,60,3.802818298,5.316105843,0.88047713,3.339871168,0.940238595,0.02065324,0.004878411,0.910339236,7.07106781,8.477329254,0.068195887,3.98063159,407.3178711,0.998651981,5.673173904,3.56E-05,3.090402365,0.220363066,6.749078751,0.538817763,98.68356323,0.939495802,0.574903429,0.304861696,-80.264133,43.70894
715,2.92,50.13999939,17.14780235,407.4758606,0.826404274,1.113375783,1.342251778,0.71124512,0.853388429,1.949773192,3.613012552,3.185194969,343.893158,1366.843994,1748.788818,1085.478027,1538.916016,702.5,1172.5,0.018894043,0.59749198,0.483413786,3.177533388,3.860955477,3.855986118,19,57,60,1.364190102,1.414711237,0.973634779,19,24,60,3.291621923,2.559824467,0.888364553,3.903300524,0.944182277,0.10657385,0.002412885,0.816080928,0,7.593440533,0.065760069,3.30197072,406.7052002,0.998711467,5.514199734,5.84E-05,2.960619688,0.216719002,6.635118484,0.448905498,98.68571472,0.933641732,0.561189234,0.294943344,-80.263968,43.70909
716,4.27,79.02217865,7.076307774,406.1113281,0.442864776,0.73088491,0.871921897,0.412157774,0.559504151,1.347709775,2.328408957,1.8305161,345.4887695,1348.837402,1746.242432,1090.578979,1555.430054,692.5,1157.5,0.010996094,0.72853446,0.70515722,2.143983364,2.514348507,2.509930134,19,58,60,0.949055552,0.965402722,0.643338025,19,22,60,2.909834146,0.456087351,0.711818695,2.597201109,0.855909348,0.047092795,0.000986863,0.617705405,0,4.042323112,0.095217325,7.547102451,404.318512,0.997206628,5.953321934,2.17E-05,2.032664537,0.3040241,6.71829319,0.680517137,97.75083923,0.925889969,0.529327929,0.284710738,-80.263828,43.709233
717,4.31,137.9644012,2.223449469,404.1254272,0.028674865,0.121131562,0.121891737,-0.042395949,0.035867769,0.220816329,0.323133558,-0.18678993,352.5797729,1328.274292,1747.65918,1092.846069,1576.170166,677.5,1142.5,0.000195313,0.780852854,0.665090263,0.388459384,0.479865164,-1.934843659,17,59,199,0.189474314,0.176128015,-0.381525427,16,20,199,2.650153399,1.299256325,0.035426181,0.266064793,0.4822869,0.018847128,-0.001502501,0.321855664,21.21320343,1.828517675,0.085574001,11.8350687,398.7120056,0.997227013,7.019846916,5.03E-06,0.415328532,0.271298707,7.38292408,1.962830663,97.52585602,0.945164204,0.551888824,0.309407609,-80.263682,43.70938
718,4.04,219.7548218,0.133974835,402.5847168,-0.147636011,-0.28852877,-0.402553111,-0.392469168,-0.125950411,-0.424172342,-1.060489058,-1.711662292,354.3479919,1305.971802,1742.286621,1102.525513,1595.481934,667.5,1122.5,-0.001662598,0.733058155,0.477126956,-0.897790372,-1.06077826,-3.493550777,19,30,199,-0.44984889,-0.452081382,-0.687220633,19,20,199,0.768847287,7.579922199,0.648130059,-0.649972618,0.175934985,0.006731002,-0.001186309,0.107594624,28.28427124,0.943067551,0.053448789,11.7568264,395.2376099,0.99824959,8.022265434,2.40E-06,-0.754018188,0.169244945,8.320590973,4.41725111,97.90489197,0.944567323,0.637719512,0.310478804,-80.263522,43.709545
719,4.59,1545.708984,-4.702972889,401.8756409,-0.571314275,-0.750413418,-0.685175776,-0.568527699,-0.230991736,-0.75165534,-1.738908887,-2.458385229,363.7478638,1285.423096,1744.222656,1105.582397,1616.265015,652.5,1107.5,-0.003996582,0.72437942,0.266024292,-1.556837678,-1.79786694,-4.210745335,19,41,199,-0.806522965,-0.791420937,-0.826262891,16,20,199,0.109457053,7.774384499,0.688828945,-1.152261853,0.155585542,-0.030696547,-0.001350004,0.00475069,88.63961029,1.264164448,0.021086756,32.59881973,394.9458618,0.998705626,8.99348259,4.24E-06,-1.353427649,0.067817122,11.20219994,6.861041069,97.98447418,0.944042027,0.682062268,0.304580964,-80.26336,43.709668
720,5.41,4415.306641,-6.163642406,401.9090881,-0.60048455,-0.738698483,-0.65595901,-0.568800628,-0.240826443,-0.76335603,-1.589545846,-2.439848661,369.2729492,1267.423584,1742.516113,1111.918335,1632.900024,642.5,1092.5,-0.003862305,0.78307426,0.292239547,-1.46391654,-1.714797974,-4.189002991,19,42,199,-0.754476726,-0.738684058,-0.820434332,15,20,199,0.109456986,7.789774418,0.692423105,-1.170771122,0.153788447,-0.02376218,-0.001436049,0.011419331,33.28427124,1.242508411,0.02079355,91.82313538,394.9362488,0.998603761,8.93728447,4.32E-06,-1.263721228,0.067444861,12.26580048,6.836826801,97.95890045,0.94739151,0.716349602,0.297603511,-80.26322,43.709818
721,4.12,211.403183,0.886818409,402.682251,-0.220226735,-0.320958614,-0.342269897,-0.401123315,-0.193801656,-0.493764162,-0.792880952,-1.705635548,380.4766846,1246.901123,1744.924805,1115.689209,1653.711792,627.5,1077.5,-0.003720703,0.875782669,0.488400221,-0.734786987,-0.95636034,-3.423377752,19,42,199,-0.370277107,-0.370125949,-0.669045508,19,20,199,1.059143066,7.68830061,0.583536029,-0.927690625,0.208231971,0.003310794,-0.00203422,0.117586404,12.07106781,1.160160422,0.055283971,11.6991291,395.5458679,0.997922778,7.913617611,4.41E-06,-0.594051421,0.175625026,8.248020172,4.41132021,97.69782257,0.943243623,0.650174201,0.293261071,-80.263052,43.709955
722,3.78,141.4229584,1.896338463,403.9945068,-0.015971063,0.083412834,0.248816833,-0.097965844,-0.020661157,0.158027217,0.5659554,-0.413358092,387.5725708,1228.906982,1743.620483,1122.591919,1670.392944,617.5,1062.5,-0.001115723,0.962940276,0.712698638,0.544914424,0.62875098,-2.122013569,19,25,199,0.271227181,0.309420794,-0.413995683,19,24,199,2.765877962,5.531176567,0.088296384,-0.078570388,0.455851793,0.012953104,-0.001718399,0.312149048,0,1.679420829,0.09100385,12.90568066,398.3759155,0.996625066,6.969688892,4.43E-06,0.570431173,0.288810015,7.345842838,2.004716873,97.1951828,0.93418771,0.659030616,0.299274809,-80.262903,43.710105
723,6.23,87.76951599,4.368113518,405.8156738,0.295832723,0.634309411,1.045500398,0.331520826,0.430082649,1.269160986,2.382604122,1.387966156,395.3637695,1210.91394,1742.501831,1129.73999,1687.101807,607.5,1047.5,0.005307617,1.025120258,0.864557922,2.286489964,2.448124886,2.289198875,19,24,60,1.134668231,1.218807578,0.693719983,19,23,60,2.869589329,2.150607586,0.562132418,2.279196024,0.781066179,0.029061632,-0.000572973,0.583561242,5,3.489945412,0.110943072,9.777567863,403.1563721,0.996067584,5.80556488,1.09E-05,2.174307823,0.352928072,6.669337749,0.9782359,97.12176514,0.888602555,0.521770835,0.249995632,-80.26276,43.710233
724,6.94,36.81365204,18.25625992,408.1918335,1.100753307,1.485809922,2.01933074,0.901133418,1.298181772,2.812766552,4.669465065,3.731477499,408.4268494,1186.091309,1742.645264,1138.776733,1710.792969,592.5,1027.5,0.028754883,0.984535038,0.511200309,4.429388523,4.696056366,4.697320461,19,59,60,2.19421792,2.239303112,1.472163916,19,21,60,3.706296682,7.612808228,0.87613368,5.902224064,0.93806684,0.105831563,0.006569134,0.935521245,0,6.813538074,0.073149122,2.697699547,407.2923889,0.998134673,5.149013519,0.000133267,4.215567112,0.245287523,6.21933794,0.449844271,98.78482819,0.896450639,0.484344661,0.241590728,-80.262595,43.710388
725,5.43,25,72.80977631,408.804718,1.284223557,1.72811389,2.230283499,1.051840186,1.386776805,3.099433184,5.206087112,4.321717262,417.6870728,1168.102051,1741.970825,1146.500122,1727.559692,582.5,1012.5,0.035944823,0.796782076,0.099764459,4.821084023,5.332535744,5.336560249,19,59,61,2.356451511,2.354971647,1.701109886,19,20,60,3.908178329,7.716503143,0.875300646,6.356440544,0.937650323,1.897637367,0.003492007,1,0,7.363070011,0.007630446,0.190764844,407.8610229,0.999949992,7.040821552,0.000245312,4.613442898,0.104128584,8.094465256,0.489612132,99.77979279,0.874818027,0.505663693,0.228312508,-80.262457,43.710538
726,3.23,28.51537514,36.14182281,408.6471558,1.054653406,1.599029422,2.092009783,1.01552093,1.241735578,2.903287888,4.942416191,4.142433167,427.5073242,1150.114136,1741.482788,1154.453369,1744.351563,572.5,997.5,0.031140137,0.640766621,0.310450613,4.408110142,5.191068649,5.192551613,19,59,60,2.111085653,2.096816778,1.679096341,18,31,60,3.921909094,7.651412487,0.851135731,5.819675922,0.925567865,0.064486928,0.013044522,1,0,6.424667358,0.038689561,1.103798151,407.5322876,0.999370456,5.595545769,0.000208532,4.240179539,0.150201172,6.602129936,0.51665771,99.58708191,0.898933172,0.597592056,0.245719701,-80.262325,43.710687
727,2.46,66.64138031,5.097132206,410.1356201,0.687057376,1.107160568,1.368329167,0.90996778,0.693636358,2.026371956,3.725471735,3.927801371,553.4550781,1351.411255,1948.412842,903.5001221,1669.225098,507.5,1252.5,0.012197265,0.711502194,0.485344827,3.53229928,3.755430698,4.387089252,19,27,179,1.494823813,1.493349671,0.972535253,19,20,60,3.154590607,3.590223074,0.804243147,3.481496096,0.902121603,0.034011085,0.003897587,0.979602754,0,5.158486843,0.063923292,4.265748024,408.5238953,0.998933494,6.042429924,2.01E-05,3.466605186,0.205401182,6.94803381,0.559685647,98.73121643,0.949611843,0.639297187,0.264505867,-80.261567,43.708369
